団体コード,団体名,施設_名称,施設_電話番号,施設_住所_表記,lat,lon,施設_種別,サービス_対象［利用可能日齢］,施設_収容人数［総定員］人数,施設_保育開始時間,施設_保育終了時間
11007,さいたま市,大宮すこやか保育園,048-640-1171,さいたま市大宮区吉敷町4-197-2,35.896131,139.636283,民間保育所,５７日〜５歳,80,7:00,20:00
11007,さいたま市,新都心ひなた保育園,048-871-5881,さいたま市大宮区北袋町2-343,35.892667,139.645251,民間保育所,５７日〜５歳,90,7:30,19:30
11007,さいたま市,桜花第二保育園,048-782-5963,さいたま市大宮区桜木町4-570-1,35.903901,139.615885,民間保育所,１８０日〜５歳,90,7:30,19:30
11007,さいたま市,保育園ミルキーウェイ大成園,048-667-2340,さいたま市大宮区大成町3-280,35.920238,139.616968,民間保育所,５７日〜５歳,60,7:15,20:15
11007,さいたま市,大宮西口ひなた保育園,048-644-9227,さいたま市大宮区桜木町4-928-1,35.930091,139.64798,民間保育所,５７日〜５歳,90,7:30,19:30
11007,さいたま市,あすなろ保育園,048-684-6132,さいたま市見沼区南中野582,35.9116602,139.6555724,民間保育所,５７日〜５歳,110,7:30,19:30
11007,さいたま市,やまばと保育園,048-685-0846,さいたま市見沼区染谷2丁目203-1,35.909726,139.686941,民間保育所,５７日〜５歳,60,7:30,19:30
11007,さいたま市,ふたば保育園,048-685-7431,さいたま市見沼区東大宮5丁目26-11,35.9472051,139.6423865,民間保育所,４か月〜５歳,60,7:00,19:00
11007,さいたま市,見沼あかね保育園,048-688-1110,さいたま市見沼区大和田町2丁目1218-9,35.9301454,139.6479668,民間保育所,４３日〜５歳,60,7:00,19:30
11007,さいたま市,ルミエール保育園,048-683-1216,さいたま市見沼区南中丸939-5,35.9172865,139.6575842,民間保育所,５４日〜５歳,60,7:30,19:30
11007,さいたま市,"アーバンみらい東大宮
プライムキッズガーデン保育園",048-682-7700,さいたま市見沼区春野2丁目5-1,35.9560952,139.6618359,民間保育所,６０日〜５歳,120,7:00,20:00
11007,さいたま市,アスク東大宮保育園,048-661-5218,さいたま市見沼区東大宮2丁目23-3,35.9469476,139.637407,民間保育所,５７日〜５歳,90,7:00,20:00
11007,さいたま市,まきば保育園,048-682-0002,さいたま市見沼区大和田町1丁目1343-1,35.9287846,139.6488884,民間保育所,４３日〜５歳,60,7:30,19:30
11007,さいたま市,風渡野保育園,048-682-2550,さいたま市見沼区風渡野695-5,35.9364975,139.6694291,民間保育所,５６日〜５歳,90,7:30,19:30
11007,さいたま市,ふたば夢保育園,048-812-4126,さいたま市見沼区東大宮7丁目70-11,35.9406064,139.6458174,民間保育所,４か月〜５歳,90,7:00,19:00
11007,さいたま市,きらめき保育園,048-682-5507,さいたま市見沼区大字南中野689-1,35.9148069,139.6509751,民間保育所,５７日〜５歳,100,7:30,20:00
11007,さいたま市,大宮みぬま保育園,048-684-6568,さいたま市見沼区大和田町2-1633,35.9326725,139.6526401,民間保育所,９０日〜５歳,100,7:30,19:30
11007,さいたま市,蓮沼保育園,048-699-1641,さいたま市見沼区蓮沼100-1,35.932161,139.656309,民間保育所,６か月〜５歳,90,7:30,19:30
11007,さいたま市,あすなろ若葉保育園,048-680-5335,さいたま市見沼区南中野605,35.912728,139.655639,民間保育所,５７日〜５歳,90,7:30,19:30
11007,さいたま市,きらら園,048-682-0120,さいたま市見沼区東大宮7-7-9,35.94726,139.646388,民間保育所,５７日〜５歳,50,7:00,20:00
11007,さいたま市,見沼あかね保育園分園,048-688-2220,さいたま市見沼区大和田町2-1219-1,35.930091,139.64798,民間保育所,３か月〜2歳,40,7:00,19:00
11007,さいたま市,こどものしろ保育園,048-767-7672,さいたま市見沼区東大宮4-9-8,35.949031,139.638005,民間保育所,５７日〜５歳,60,7:00,20:00
11007,さいたま市,与野ひなどり保育園,048-852-4202,さいたま市中央区本町西2丁目1-11,35.8828923,139.6202753,民間保育所,４３日〜５歳,90,7:30,19:30
11007,さいたま市,あおぞら保育園,048-857-8841,さいたま市中央区上落合8丁目11-20,35.8992501,139.6206923,民間保育所,６か月〜５歳,90,7:30,19:30
11007,さいたま市,まどか保育園,048-855-3331,さいたま市中央区円阿弥7丁目10-9,35.896079,139.6072952,民間保育所,６か月〜５歳,70,7:00,19:30
11007,さいたま市,与野本町駅前保育園,048-840-1151,さいたま市中央区鈴谷9丁目5-18,35.8778058,139.6274616,民間保育所,５７日〜５歳,72,7:00,20:00
11007,さいたま市,茶々すずや保育園,048-857-7101,さいたま市中央区鈴谷5丁目6-11,35.8733684,139.6291554,民間保育所,５７日〜５歳,90,7:30,19:30
11007,さいたま市,ゆめいろ保育園,048-840-5850,さいたま市中央区本町東4丁目1-5,35.8857897,139.6241776,民間保育所,４３日〜５歳,90,7:15,20:15
11007,さいたま市,そらいろ保育園,048-853-9000,さいたま市中央区上落合5丁目20-20,35.8937329,139.6292448,民間保育所,４３日〜５歳,45,7:15,20:15
11007,さいたま市,南よの虹保育園,048-858-1900,さいたま市中央区鈴谷1丁目18-6,35.8634694,139.6327818,民間保育所,５７日〜５歳,120,7:00,20:00
11007,さいたま市,さいたまちとせ保育園,048-857-1115,さいたま市中央区上落合6丁目17-21,35.895835,139.62635,民間保育所,５７日〜５歳,70,7:15,20:15
11007,さいたま市,リトルやまゆり保育園,048-858-2500,さいたま市中央区上落合9丁目16-3,35.9018571,139.6209711,民間保育所,５７日〜５歳,100,7:30,19:00
11007,さいたま市,ココファン・ナーサリーさいたま新都心,048-762-9242,"さいたま市中央区新都心11-1
JRさいたま新都心ビル1階",35.893677,139.631842,民間保育所,５７日〜５歳,60,7:00,20:00
11007,さいたま市,みずほ保育園与野新中里,048-851-3240,さいたま市中央区新中里3-14-6,35.876577,139.655625,民間保育所,４３日〜５歳,90,7:00,19:00
11007,さいたま市,小鳩保育園　南与野,048-799-2831,さいたま市中央区鈴谷2-537-1,35.866927,139.630654,民間保育所,５７日〜５歳,90,7:00,20:00
11007,さいたま市,浦和ひなどり保育園,048-861-8311,さいたま市桜区西堀2丁目6-26,35.8567625,139.6329511,民間保育所,４３日〜５歳,150,7:30,19:30
11007,さいたま市,聖徳保育園,048-862-1601,さいたま市桜区新開2丁目250-1,35.8573896,139.6144718,民間保育所,３か月〜５歳,80,7:20,19:20
11007,さいたま市,わらしべ保育園,048-862-3123,さいたま市桜区西堀5丁目5-3,35.8565896,139.6265691,民間保育所,５７日〜５歳,120,7:15,19:15
11007,さいたま市,ひまわりＤｏ・Ｄｏ保育園,048-853-5770,さいたま市桜区神田596-1,35.875537,139.6092193,民間保育所,４２日〜５歳,110,7:10,19:10
11007,さいたま市,菁莪保育園,048-865-4321,さいたま市桜区西堀1丁目11-1,35.8545564,139.6363988,民間保育所,４３日〜５歳,60,7:30,19:30
11007,さいたま市,若草保育園,048-837-2666,さいたま市桜区南元宿1丁目12-20,35.8602398,139.625963,民間保育所,２歳〜５歳,30,7:30,18:30
11007,さいたま市,ひまわりＤｏ・Ｄｏ第２保育園,048-853-3232,さいたま市桜区神田595-1,35.8757096,139.6092828,民間保育所,４２日〜５歳,60,7:10,19:10
11007,さいたま市,ニチイキッズさいたま保育園,048-851-0715,さいたま市桜区栄和5丁目15-39,35.8647493,139.6146453,民間保育所,５７日〜５歳,90,7:30,20:30
11007,さいたま市,わらしべ第二保育園,048-711-2885,さいたま市桜区西堀8-3-13,35.860796,139.635018,民間保育所,６か月〜５歳,90,7:15,19:15
11007,さいたま市,たじま絆保育園,048-711-5697,さいたま市桜区田島3-13-4,35.847391,139.630119,民間保育所,３か月〜５歳,90,7:00,19:00
11007,さいたま市,いちご桜保育園,048-839-1717,さいたま市桜区田島3丁目6-7,35.8489492,139.6325319,民間保育所,４３日〜５歳,60,7:30,19:30
11007,さいたま市,エンゼル保育園,048-822-8696,さいたま市浦和区神明2丁目21-14,35.8499609,139.659989,民間保育所,４３日〜２歳,35,7:00,19:00
11007,さいたま市,ひまわり乳児保育園,048-827-0777,さいたま市浦和区針ケ谷2丁目16-16,35.8818162,139.6454051,民間保育所,４２日〜２歳,30,7:10,19:10
11007,さいたま市,椎の実保育園,048-887-2112,さいたま市浦和区瀬ケ崎5丁目21-18,35.8738324,139.6640565,民間保育所,５７日〜５歳,70,7:30,19:30
11007,さいたま市,うらわライトハウス保育園,048-834-1711,さいたま市浦和区北浦和3丁目8-9,35.8733719,139.6448749,民間保育所,５７日〜５歳,80,7:30,19:30
11007,さいたま市,浦和たいよう保育園,048-789-7201,さいたま市浦和区高砂2丁目1-12,35.8568099,139.6549801,民間保育所,４３日〜５歳,60,7:00,20:00
11007,さいたま市,常盤こころ保育園,048-824-5982,さいたま市浦和区常盤7丁目12-8,35.8670623,139.6442349,民間保育所,４３日〜５歳,120,7:00,20:00
11007,さいたま市,ココファン・ナーサリー浦和保育園,048-871-2780,さいたま市浦和区高砂1丁目16-12,35.859734,139.656445,民間保育所,５７日〜５歳,50,7:00,20:00
11007,さいたま市,スターチャイルド≪浦和≫保育園,048-871-0250,さいたま市浦和区東高砂町25-7,35.8591241,139.6620475,民間保育所,５７日〜５歳,60,7:00,20:00
11007,さいたま市,北浦和駅前保育園,048-813-1177,さいたま市浦和区元町2-1-3 ライオンズプラザ浦和元町シティ3階,35.871464,139.648156,民間保育所,５７日〜５歳,80,7:00,20:00
11007,さいたま市,輝萌の森　浦和園,048-678-4191,さいたま市浦和区仲町3-2-24,35.860248,139.6501,民間保育所,６か月〜５歳,50,7:00,20:00
11007,さいたま市,ココファン・ナーサリー浦和前地,048-764-9632,さいたま市浦和区前地2-8-17,35.856779,139.663774,民間保育所,５７日〜５歳,70,7:00,20:00
11007,さいたま市,上木崎保育所,048-823-7051,さいたま市浦和区上木崎2-6-7,35.888934,139.63831,民間保育所,５７日〜５歳,90,7:00,20:00
11007,さいたま市,うらわポポロ保育園,048-711-5456,さいたま市浦和区常盤9-15-19,35.869635,139.647384,民間保育所,５７日〜５歳,80,7:00,20:00
11007,さいたま市,常盤たいよう保育園,048-814-3177,さいたま市浦和区常盤10-19-31,35.871254,139.639768,民間保育所,５７日〜５歳,90,7:00,20:00
11007,さいたま市,うぃず針ヶ谷保育園,048-767-4297,さいたま市浦和区針ヶ谷1-4-14,35.880218,139.642098,民間保育所,５７日〜５歳,60,7:30,19:30
11007,さいたま市,浦和いろは保育園,048-826-5407,さいたま市浦和区常盤8-15-9,35.863874,139.642217,民間保育所,５７日〜５歳,100,7:00,20:00
11007,さいたま市,リップル保育園与野,048-755-9229,さいたま市浦和区上木崎1-3-4,35.885658,139.638833,民間保育所,１３０日〜５歳,69,7:30,19:00
11007,さいたま市,ながれ星保育園　北浦和,048-762-7492,さいたま市浦和区北浦和1-6-7,35.874624,139.646983,民間保育所,３か月〜５歳,60,7:30,19:30
11007,さいたま市,ふらっとセントラル保育園,048-755-9877,さいたま市浦和区高砂3-53-1,35.858058,139.650549,民間保育所,６か月〜５歳,50,7:30,19:30
11007,さいたま市,萌夢保育園,048-885-8489,さいたま市南区太田窪4丁目17-7,35.8587219,139.6764392,民間保育所,４３日〜５歳,30,7:00,19:00
11007,さいたま市,武蔵浦和Ｊキッズステーション保育園,048-710-6681,さいたま市南区白幡5丁目11-10,35.8408249,139.6492084,民間保育所,４３日〜５歳,60,7:00,20:00
11007,さいたま市,こびとの森保育園,048-861-7368,さいたま市南区白幡3丁目4-17,35.8455581,139.6538505,民間保育所,５７日〜５歳,90,7:00,20:00
11007,さいたま市,武蔵浦和桑の実保育園,048-838-9803,さいたま市南区白幡5丁目11-7,35.8401139,139.6495807,民間保育所,４３日〜５歳,45,7:00,20:00
11007,さいたま市,南浦和たいよう保育園,048-813-6036,さいたま市南区南浦和2丁目12-17,35.8517544,139.6743311,民間保育所,４３日〜５歳,60,7:30,20:00
11007,さいたま市,スターチャイルド≪みなみ≫保育園,048-872-1000,さいたま市南区別所6丁目15-22,35.8476019,139.6440917,民間保育所,５７日〜５歳,90,7:00,20:00
11007,さいたま市,いちご保育園,048-789-7351,さいたま市南区辻4丁目11-12,35.8377249,139.6562843,民間保育所,6か月〜５歳,90,7:00,19:00
11007,さいたま市,ゆめの樹保育園,048-839-8888,さいたま市南区鹿手袋4丁目17-22,35.8483472,139.6384748,民間保育所,５７日〜５歳,90,7:15,20:15
11007,さいたま市,彩の森保育園,048-866-8165,さいたま市南区鹿手袋6丁目22-28,35.843837,139.6367497,民間保育所,５７日〜５歳,90,7:00,20:00
11007,さいたま市,ココファン・ナーサリー武蔵浦和保育園,048-872-3201,さいたま市南区別所6丁目19-8,35.8474835,139.6429621,民間保育所,１歳〜５歳,80,7:00,20:00
11007,さいたま市,向こころ保育園,048-875-1860,さいたま市南区大谷口5436-3,35.8583481,139.6961708,民間保育所,４３日〜５歳,90,7:00,20:00
11007,さいたま市,アスクむさしうらわ保育園,048-872-8107,さいたま市南区別所7丁目1-12,35.846494,139.6497763,民間保育所,５７日〜５歳,60,7:00,20:00
11007,さいたま市,アートチャイルドケア南浦和保育園,048-710-6123,さいたま市南区文蔵2丁目15-12,35.8438582,139.668686,民間保育所,５７日〜５歳,60,7:00,20:00
11007,さいたま市,いちご南保育園,048-882-1234,さいたま市南区大谷口717,35.8635095,139.679137,民間保育所,６か月〜５歳,135,7:00,19:00
11007,さいたま市,さいたまたいよう保育園,048-887-0606,さいたま市南区南浦和1丁目22-15,35.8507142,139.66648,民間保育所,４３日〜５歳,80,7:30,19:30
11007,さいたま市,太陽の子大谷口保育園,048-712-0600,さいたま市南区大谷口2319-1,35.8589,139.6907832,民間保育所,５７日〜５歳,100,7:30,20:00
11007,さいたま市,第二萌夢保育園,048-884-7722,さいたま市南区大谷口1484-3,35.8558105,139.6816696,民間保育所,１歳〜５歳,60,7:00,19:00
11007,さいたま市,ゆめの樹第二保育園,048-711-1414,さいたま市南区鹿手袋4丁目17-30,35.8482221,139.6388304,民間保育所,１歳〜５歳,60,7:15,20:15
11007,さいたま市,ゆめの星保育園,048-711-1154,"さいたま市南区南浦和3丁目5-16
MDビル2階、3階",35.8481671,139.6727718,民間保育所,５７日〜５歳,90,7:15,20:15
11007,さいたま市,小鳩保育園南浦和保育園,048-871-1610,さいたま市南区南浦和2丁目42-18,35.8478088,139.6719969,民間保育所,５７日〜５歳,80,7:00,20:00
11007,さいたま市,さい桜保育園,048-865-0101,さいたま市南区曲本4丁目8-2,35.8380454,139.6399223,民間保育所,６か月〜５歳,100,7:00,19:30
11007,さいたま市,チャイルドスクエアむさしうらわ保育園,048-872-1717,さいたま市南区別所6丁目4-12,35.8478778,139.6468547,民間保育所,５７日〜５歳,60,7:15,20:15
11007,さいたま市,あおば保育園,048-863-9997,"さいたま市南区沼影1丁目11-2
スカイ&ガーデン1階",35.8429477,139.6471965,民間保育所,６か月〜５歳,50,7:00,20:00
11007,さいたま市,小鳩保育園　南本町,048-833-5810,さいたま市南区南本町2-22-2,35.848668,139.666627,民間保育所,５７日〜５歳,90,7:00,20:00
11007,さいたま市,コスモス保育園,048-837-7999,さいたま市南区鹿手袋3-1-7,35.850669,139.640928,民間保育所,４３日〜５歳,60,7:15,20:15
11007,さいたま市,武蔵浦和クマさん保育所,048-836-0011,さいたま市南区鹿手袋5-4-5,35.84577,139.64214,民間保育所,５７日〜５歳,80,7:30,19:30
11007,さいたま市,ゆめの駅保育園,048-711-2245,さいたま市南区鹿手袋3-15-2,35.849203,139.642108,民間保育所,５７日〜５歳,90,7:15,20:15
11007,さいたま市,中浦和まりーな保育園,048-836-0001,さいたま市南区別所5-10-17,35.852658,139.64168,民間保育所,６か月〜５歳,80,7:00,19:00
11007,さいたま市,武蔵浦和ひなた保育園,048-767-3114,さいたま市南区白幡6-5-8,35.836667,139.652747,民間保育所,５７日〜５歳,120,7:30,19:30
11007,さいたま市,いちごの里保育園,048-711-7120,さいたま市南区曲本5-10-6,35.837737,139.643181,民間保育所,６か月〜５歳,50,7:00,19:00
11007,さいたま市,エンゼル乳幼児保育園,048-873-6395,さいたま市緑区中尾217,35.8710899,139.6794352,民間保育所,４３日〜５歳,92,7:00,19:00
11007,さいたま市,こぐま保育園,048-873-0558,さいたま市緑区宮本2丁目7-18,35.8856121,139.6923166,民間保育所,５７日〜５歳,78,7:30,19:30
11007,さいたま市,東浦和みどり保育園,048-874-1719,さいたま市緑区東浦和4丁目30-1,35.8698225,139.6999026,民間保育所,４３日〜５歳,150,7:00,19:00
11007,さいたま市,松木保育園,048-810-5237,さいたま市緑区松木1丁目19-21,35.8811347,139.6846602,民間保育所,４３日〜５歳,60,7:30,19:30
11007,さいたま市,めだか保育園,048-795-8011,さいたま市緑区大間木144,35.8767968,139.6911705,民間保育所,５７日〜５歳,60,7:30,19:30
11007,さいたま市,あいう園美園浦和美園駅前保育園,048-878-7733,さいたま市緑区大門3730-2,35.8890571,139.7311502,民間保育所,２か月〜５歳,90,7:00,19:30
11007,さいたま市,みう保育園,048-878-1888,さいたま市緑区下野田940,35.8956252,139.7304654,民間保育所,５７日〜５歳,60,7:00,19:00
11007,さいたま市,けやきの森保育園芝原園保育園,048-810-5505,さいたま市緑区芝原112-2,35.8799725,139.6883389,民間保育所,４３日〜５歳,80,7:30,19:30
11007,さいたま市,東浦和たいよう保育園,048-873-2222,さいたま市緑区東浦和4丁目14-1,35.8677515,139.7017864,民間保育所,４３日〜５歳,80,7:30,19:30
11007,さいたま市,あいう園浦和美園ウイングシティ保育園,048-812-6755,さいたま市緑区大門4337,35.8895588,139.7347353,民間保育所,２か月〜５歳,80,7:00,19:30
11007,さいたま市,ナチュラル保育園,048-829-7793,さいたま市緑区三室1964-4,35.8846163,139.6800531,民間保育所,５７日〜５歳,110,7:30,19:30
11007,さいたま市,第２東浦和みどり保育園,048-826-5358,さいたま市緑区東浦和7丁目20-11,35.8710003,139.7052767,民間保育所,４３日〜５歳,70,7:00,19:00
11007,さいたま市,るい保育園,048-767-3839,さいたま市緑区道祖土3丁目13-3,35.8773515,139.6720371,民間保育所,５７日〜５歳,90,7:15,19:15
11007,さいたま市,ふらっと保育園,048-789-6655,さいたま市緑区原山2丁目3-26,35.8681205,139.6664857,民間保育所,６か月〜５歳,110,7:00,20:00
11007,さいたま市,ブライト保育園浦和美園,048-812-0190,さいたま市緑区大字下野田509,35.894582,139.726423,民間保育所,６か月〜５歳,90,7:00,20:00
11007,さいたま市,きらり遊愛保育園,048-762-6712,さいたま市緑区美園3-8-3,35.898254,139.729383,民間保育所,５７日〜５歳,60,7:15,19:15
11007,さいたま市,美園にじのこ保育園,048-799-3535,さいたま市緑区下野田450,35.893657,139.724169,民間保育所,４３日〜５歳,60,7:00,19:00
11007,さいたま市,みらい保育園,048-873-3363,さいたま市緑区大間木2-25-26,35.8752,139.689569,民間保育所,５７日〜５歳,70,7:30,19:30
11007,さいたま市,浦和みその保育園,048-767-4465,さいたま市緑区美園4-16-1,35.896626,139.728193,民間保育所,９０日〜５歳,120,7:00,19:00
11007,さいたま市,くまの子倶楽部三室保育園本館,048-875-6067,さいたま市緑区三室496-1,35.889852,139.668468,民間保育所,６か月〜５歳,90,7:30,19:30
11007,さいたま市,きらりつばさ保育園,048-711-1808,さいたま市緑区美園3-29-4,35.89964,139.723484,民間保育所,５７日〜５歳,90,7:00,19:00
11007,さいたま市,遍照浦和美園保育園,048-812-2244,さいたま市緑区美園3-10-16,35.898976,139.727203,民間保育所,５７日〜５歳,60,7:00,19:00
11007,さいたま市,保育園大きなぞうさん,048-753-9883,さいたま市緑区美園6-7-18,35.886706,139.738116,民間保育所,３か月〜５歳,90,7:00,19:00
11007,さいたま市,ステラさいたま大門保育園,048-762-8282,さいたま市緑区大門1223-1,35.880567,139.734918,民間保育所,５７日〜５歳,90,7:00,20:00
11007,さいたま市,たちばな保育園,048-756-1275,さいたま市岩槻区太田1丁目10-19,35.9480437,139.7069633,民間保育所,６か月〜５歳,60,7:00,19:00
11007,さいたま市,岩槻保育園,048-756-3350,さいたま市岩槻区宮町2丁目10-3,35.9583426,139.7034002,民間保育所,３か月〜５歳,110,7:00,19:00
11007,さいたま市,東武保育園,048-798-5632,さいたま市岩槻区飯塚624,35.9299251,139.730498,民間保育所,３か月〜５歳,90,7:00,19:00
11007,さいたま市,岩槻さくら保育園,048-794-6888,さいたま市岩槻区表慈恩寺725-2,35.9716632,139.7102641,民間保育所,３か月〜５歳,120,7:30,19:30
11007,さいたま市,東岩槻保育園,048-794-7452,さいたま市岩槻区東岩槻2丁目4-6,35.9650388,139.7078098,民間保育所,５７日〜５歳,60,7:30,19:30
11007,さいたま市,しらこばと保育園,048-798-4450,さいたま市岩槻区府内2丁目27-48,35.9427062,139.7140892,民間保育所,６か月〜５歳,80,7:00,19:00
11007,さいたま市,かわいデイナースリー保育園,048-757-2777,さいたま市岩槻区平林寺487,35.9673663,139.67417,民間保育所,５７日〜５歳,120,7:00,19:00
11007,さいたま市,リズム保育園,048-798-3535,さいたま市岩槻区釣上新田1425-3,35.8951163,139.737946,民間保育所,６か月〜５歳,45,7:30,19:00
11007,さいたま市,きらり保育園,048-812-4850,さいたま市岩槻区釣上新田1428,35.8955434,139.7384196,民間保育所,５７日〜５歳,60,7:00,19:00
11007,さいたま市,美園リズム保育園,048-797-2966,さいたま市岩槻区釣上新田696,35.895738,139.734184,民間保育所,６か月〜５歳,120,7:30,19:00
11007,さいたま市,おひさま保育園岩槻,048-797-8807,さいたま市岩槻区西町2-5-12,35.951511,139.690861,民間保育所,５７日〜５歳,60,7:00,20:00
